page_nb;content;date;document_name
17;Controle et reglages des temperatures de stockage J!...Ł ;11/05/2020;IOT VALLEY - Contrat avec signatures
17;1 Annee ;11/05/2020;IOT VALLEY - Contrat avec signatures
17;Verification de la temperature ECS ŁŁ ;11/05/2020;IOT VALLEY - Contrat avec signatures
17;1 Annee ;11/05/2020;IOT VALLEY - Contrat avec signatures
17;Controle du fonctionnement de la regulation en temperature rrŁŁ ;11/05/2020;IOT VALLEY - Contrat avec signatures
17;1 Annee ;11/05/2020;IOT VALLEY - Contrat avec signatures
17;Verification fonctionnement et reglage du thermostat de securite Łl'ŁY ;11/05/2020;IOT VALLEY - Contrat avec signatures
17;1 Annee ;11/05/2020;IOT VALLEY - Contrat avec signatures
17;t,, ;11/05/2020;IOT VALLEY - Contrat avec signatures
17;Controle de l'etat et du fonctionnement general ((Ł ')) ;11/05/2020;IOT VALLEY - Contrat avec signatures
17;1 Annee ;11/05/2020;IOT VALLEY - Contrat avec signatures
17;Centrale de traitemeŁtŁŁitf;11/05/2020;IOT VALLEY - Contrat avec signatures
17;Libelle operatioŁŁ ;11/05/2020;IOT VALLEY - Contrat avec signatures
17;Periodicite ;11/05/2020;IOT VALLEY - Contrat avec signatures
17;"Controle de l'etat des revetements, manchettes et joints ;}ŁŁ ";11/05/2020;IOT VALLEY - Contrat avec signatures
17;1 Annee ;11/05/2020;IOT VALLEY - Contrat avec signatures
17;Controle du(es) registre(s) d'air et de leurs accessoires @ŁŁ ((Ł ;11/05/2020;IOT VALLEY - Contrat avec signatures
17;1 Annee ;11/05/2020;IOT VALLEY - Contrat avec signatures
17;"Controle de l'etat des filtres et prefiltres (Remplacemen•ŁlŁ /7 '"" -, /Ł) -";11/05/2020;IOT VALLEY - Contrat avec signatures
17;1 Annee ;11/05/2020;IOT VALLEY - Contrat avec signatures
17;Controle du fonctionnement du recuperateur de chaleulŁŁ,3'ilŁr rotatifiaŁ1«aurs, fluide caloporteur) ;11/05/2020;IOT VALLEY - Contrat avec signatures
17;1 Annee ;11/05/2020;IOT VALLEY - Contrat avec signatures
17;Controle de l'etat des batteries 1-Ł-J} _/tlŁ ;11/05/2020;IOT VALLEY - Contrat avec signatures
17;1 Annee ;11/05/2020;IOT VALLEY - Contrat avec signatures
17;"Verification de la temperature de protection du cirŁ.ŁilycoleŁ(Ł""') ";11/05/2020;IOT VALLEY - Contrat avec signatures
17;1 Annee ;11/05/2020;IOT VALLEY - Contrat avec signatures
17;Controle fonctionnement des dispositifs de securitŁŁ. incendŁ 'f ;11/05/2020;IOT VALLEY - Contrat avec signatures
17;1 Annee ;11/05/2020;IOT VALLEY - Contrat avec signatures
17;Controle et nettoyage du bac a condensats et q¢JbtLŁŁation -'-Ł'iY ;11/05/2020;IOT VALLEY - Contrat avec signatures
17;1 Annee ;11/05/2020;IOT VALLEY - Contrat avec signatures
17;"Controle de l'etat de la batterie electrique Ł\.Ł(I..._\ fft.!!Ł"" (/ ";11/05/2020;IOT VALLEY - Contrat avec signatures
17;1 Annee ;11/05/2020;IOT VALLEY - Contrat avec signatures
17;Controle et resserrage des connexions elec Łlq_l!.Ł t!lltŁ Ł'}) ;11/05/2020;IOT VALLEY - Contrat avec signatures
17;1 Annee ;11/05/2020;IOT VALLEY - Contrat avec signatures
17;"Verification de l'intensite absorbee moyen,,._ ..Ł':""lses des.l:tŁieŁfectriques ";11/05/2020;IOT VALLEY - Contrat avec signatures
17;1 Annee ;11/05/2020;IOT VALLEY - Contrat avec signatures
17;Controle de l'etat et des fixations desŁŁ ntot6-ventilŁŁŁŁ-;11/05/2020;IOT VALLEY - Contrat avec signatures
17;1 Annee ;11/05/2020;IOT VALLEY - Contrat avec signatures
17;Controle de l'etat des courroies des grAI --Łto-ventil.-feu.rŁ1 ;11/05/2020;IOT VALLEY - Contrat avec signatures
17;1 Annee ;11/05/2020;IOT VALLEY - Contrat avec signatures
17;"Controle de l'etat et du fonctionner?festŁI Ł',.,.. Ł); 1 Annee ";11/05/2020;IOT VALLEY - Contrat avec signatures
17;Ar .ŁŁ rique -ŁŁŁŁŁŁ ;11/05/2020;IOT VALLEY - Contrat avec signatures
17;e Ł'S: tide et protection ;11/05/2020;IOT VALLEY - Contrat avec signatures
17;!,__ Ł)-Libell€'oi)Łation ;11/05/2020;IOT VALLEY - Contrat avec signatures
17;Periodicite ;11/05/2020;IOT VALLEY - Contrat avec signatures
17;Verification de !'absence dŁfŁ---2' 'v/ ;11/05/2020;IOT VALLEY - Contrat avec signatures
17;1 Annee ;11/05/2020;IOT VALLEY - Contrat avec signatures
17;Controle et remplacemel>t1ŁŁire des vovants de signalisation ;11/05/2020;IOT VALLEY - Contrat avec signatures
17;1 Annee ;11/05/2020;IOT VALLEY - Contrat avec signatures
17;Nettoyage general de 1ŁŁ1 ;11/05/2020;IOT VALLEY - Contrat avec signatures
17;1 Annee ;11/05/2020;IOT VALLEY - Contrat avec signatures
17;Controle et resserra1uŁ :d&kŁxions electriques (Prestation Hors periode d'activite) ;11/05/2020;IOT VALLEY - Contrat avec signatures
17;1 Annee ;11/05/2020;IOT VALLEY - Contrat avec signatures
17;Controle du relay/4'eJ Łial'Sormaux) ;11/05/2020;IOT VALLEY - Contrat avec signatures
17;1 Annee ;11/05/2020;IOT VALLEY - Contrat avec signatures
17;"Controle fonction'-._,';' -Ł,., ( Łs dispositifs de securite ";11/05/2020;IOT VALLEY - Contrat avec signatures
17;1 Annee ;11/05/2020;IOT VALLEY - Contrat avec signatures
17;Verification de la tens'teo..e alimentation ;11/05/2020;IOT VALLEY - Contrat avec signatures
17;1 Annee ;11/05/2020;IOT VALLEY - Contrat avec signatures
17;Verification de l'intensite absorbee moyenne des phases ;11/05/2020;IOT VALLEY - Contrat avec signatures
17;1 Annee ;11/05/2020;IOT VALLEY - Contrat avec signatures
17;Verification de l'equilibrage des phases en tete ;11/05/2020;IOT VALLEY - Contrat avec signatures
17;1 Annee ;11/05/2020;IOT VALLEY - Contrat avec signatures
17;Controle de la presence des schemas electriques ;11/05/2020;IOT VALLEY - Contrat avec signatures
17;1 Annee ;11/05/2020;IOT VALLEY - Contrat avec signatures
17;Verification de la commutation avec la GTB ou GTC si presence ;11/05/2020;IOT VALLEY - Contrat avec signatures
17;1 Annee ;11/05/2020;IOT VALLEY - Contrat avec signatures
17;Controle de l'etat et du fonctionnement general ;11/05/2020;IOT VALLEY - Contrat avec signatures
17;1 Annee ;11/05/2020;IOT VALLEY - Contrat avec signatures
17;Verification d'absence d'echauffement par Thermographie (hors Q19) ;11/05/2020;IOT VALLEY - Contrat avec signatures
17;1 Annee ;11/05/2020;IOT VALLEY - Contrat avec signatures
18;Armoires divisionnaires TGBT ;11/05/2020;IOT VALLEY - Contrat avec signatures
18;Libelle operation ;11/05/2020;IOT VALLEY - Contrat avec signatures
18;Periodicite ;11/05/2020;IOT VALLEY - Contrat avec signatures
18;Verification et mise a l'heure des horloges et programmateurs ;11/05/2020;IOT VALLEY - Contrat avec signatures
18;1 Annee ;11/05/2020;IOT VALLEY - Contrat avec signatures
18;Verification et resserrage des connexions (Prestation Hors periode d'activite) ;11/05/2020;IOT VALLEY - Contrat avec signatures
18;1 Annee ;11/05/2020;IOT VALLEY - Contrat avec signatures
18;Verification des contacts ;11/05/2020;IOT VALLEY - Contrat avec signatures
18;1 Annee ;11/05/2020;IOT VALLEY - Contrat avec signatures
18;Controle du raccordement des masses metalliques a la terre de !'installation ;11/05/2020;IOT VALLEY - Contrat avec signatures
18;1 Annee ;11/05/2020;IOT VALLEY - Contrat avec signatures
18;Controle des isolements par colonne et par depart general ;11/05/2020;IOT VALLEY - Contrat avec signatures
18;1 Annee ;11/05/2020;IOT VALLEY - Contrat avec signatures
18;Controle et verification des intensites en tete de chaque armoire Ł...,, ;11/05/2020;IOT VALLEY - Contrat avec signatures
18;1 Annee ;11/05/2020;IOT VALLEY - Contrat avec signatures
18;"Controle et verification des tensions en tete de chaque armoire \..""Ł') ";11/05/2020;IOT VALLEY - Contrat avec signatures
18;1 Annee ;11/05/2020;IOT VALLEY - Contrat avec signatures
18;Controle de l'echauffement de l'appareillage (,'ŁŁ ;11/05/2020;IOT VALLEY - Contrat avec signatures
18;1 Annee ;11/05/2020;IOT VALLEY - Contrat avec signatures
18;Verification d'absence d'echauffement par Thermographie (hors Q19) AŁJ, ;11/05/2020;IOT VALLEY - Contrat avec signatures
18;1 Annee ;11/05/2020;IOT VALLEY - Contrat avec signatures
18;Controle de l'echauffement des cables ItŁŁ ;11/05/2020;IOT VALLEY - Contrat avec signatures
18;1 Annee ;11/05/2020;IOT VALLEY - Contrat avec signatures
18;Controle des calibres et du type des protections ��✓ ;11/05/2020;IOT VALLEY - Contrat avec signatures
18;1 Annee ;11/05/2020;IOT VALLEY - Contrat avec signatures
18;"Depoussierage et nettoyage interieur (si besoin) \Ł.t-... ""'» ";11/05/2020;IOT VALLEY - Contrat avec signatures
18;1 Annee ;11/05/2020;IOT VALLEY - Contrat avec signatures
18;Verification des lampes et des voyants, remplacement si besoins A ... ,, J ;11/05/2020;IOT VALLEY - Contrat avec signatures
18;1 Annee ;11/05/2020;IOT VALLEY - Contrat avec signatures
18;Verifications des dispositifs de protection differentielle ŁŁ ;11/05/2020;IOT VALLEY - Contrat avec signatures
18;1 Annee ;11/05/2020;IOT VALLEY - Contrat avec signatures
18;Verification de la puissance mono ou triphasee rŁŁ ;11/05/2020;IOT VALLEY - Contrat avec signatures
18;1 Annee ;11/05/2020;IOT VALLEY - Contrat avec signatures
18;Verification de l'equilibrage des phases [-Ł -)JJ ;11/05/2020;IOT VALLEY - Contrat avec signatures
18;1 Annee ;11/05/2020;IOT VALLEY - Contrat avec signatures
18;"Renseignement du registre de securite Ł"""")) ";11/05/2020;IOT VALLEY - Contrat avec signatures
18;1 Annee ;11/05/2020;IOT VALLEY - Contrat avec signatures
18;"Controle de l'etat et du fonctionnement general ,,...,,lzŁ""> ";11/05/2020;IOT VALLEY - Contrat avec signatures
18;1 Annee ;11/05/2020;IOT VALLEY - Contrat avec signatures
18;.7 » ;11/05/2020;IOT VALLEY - Contrat avec signatures
19;ANNEXE3 ;11/05/2020;IOT VALLEY - Contrat avec signatures
19;Organisation humaine dediee au contrat ;11/05/2020;IOT VALLEY - Contrat avec signatures
19;Pour realiser la maintenance de votre projet nous avons prevu de mettre en place )'organisation suivante : ;11/05/2020;IOT VALLEY - Contrat avec signatures
19;✓ ;11/05/2020;IOT VALLEY - Contrat avec signatures
19;1 Pilote: Le manager d'activite. ;11/05/2020;IOT VALLEY - Contrat avec signatures
19;✓ ;11/05/2020;IOT VALLEY - Contrat avec signatures
19;1 Responsable Methode et Projet : ii aide a la mise en place du projet. ;11/05/2020;IOT VALLEY - Contrat avec signatures
19;✓ ;11/05/2020;IOT VALLEY - Contrat avec signatures
19;1 Technicien Responsable de projet : ii sera votre interlocuteur privilegie au quotidien. ;11/05/2020;IOT VALLEY - Contrat avec signatures
19;✓ ;11/05/2020;IOT VALLEY - Contrat avec signatures
19;1 Technicien Binome : ii est forme sur vos installations afin de remplacer le Responsable de projet en cas d'absence. ;11/05/2020;IOT VALLEY - Contrat avec signatures
19;En details: ;11/05/2020;IOT VALLEY - Contrat avec signatures
19;ŁHerve ;11/05/2020;IOT VALLEY - Contrat avec signatures
19;F1inNii1n ;11/05/2020;IOT VALLEY - Contrat avec signatures
19;Responsable du contrat ;11/05/2020;IOT VALLEY - Contrat avec signatures
19;Manager d'activites ;11/05/2020;IOT VALLEY - Contrat avec signatures
19;Mathieu SOULIE BELREPAYRE ;11/05/2020;IOT VALLEY - Contrat avec signatures
19;Assistante de gestion ;11/05/2020;IOT VALLEY - Contrat avec signatures
19;Assistante de gestion ;11/05/2020;IOT VALLEY - Contrat avec signatures
19;Marine LAFARGE ;11/05/2020;IOT VALLEY - Contrat avec signatures
19;Responsable methode et projet ;11/05/2020;IOT VALLEY - Contrat avec signatures
19;Responsable de projet ;11/05/2020;IOT VALLEY - Contrat avec signatures
19;Cedric LEPAN ;11/05/2020;IOT VALLEY - Contrat avec signatures
19;Responsable de projet ;11/05/2020;IOT VALLEY - Contrat avec signatures
19;Technicien de maintenance ;11/05/2020;IOT VALLEY - Contrat avec signatures
19;Eric LAPEYRE ;11/05/2020;IOT VALLEY - Contrat avec signatures
19;Technicien binome ;11/05/2020;IOT VALLEY - Contrat avec signatures
19;Technicien de maintenance ;11/05/2020;IOT VALLEY - Contrat avec signatures
19;Julio VAKIOZI ;11/05/2020;IOT VALLEY - Contrat avec signatures
19;Camion atelier« travaux rapide » ;11/05/2020;IOT VALLEY - Contrat avec signatures
19;Plombier chauffagiste ;11/05/2020;IOT VALLEY - Contrat avec signatures
19;Bruno ALQUIE ;11/05/2020;IOT VALLEY - Contrat avec signatures
;"﻿La compensation financier• non eutoris/Je expressement par SOCOMEC.  
La non-acceptation par l'organisme bancaire receveur d'une lettre de change emise par le  ";13/12/2017;Contrat 2017-2018
;"﻿l Description des services   |  | Proposition 1  - 
 |  | PLATINUM' us  
 | Contrat de maintenance   | 
Contrat de maintenance   |  | ✓  
Duree du contra!   |  | 12 mois  
 | Maintenance preventive   | 
1 visite de maintenance preventive annuelle   |  | ✓  
Visite(s) de maintenance preventive realisee(s)   | pendant les heures normales de travail   | ✓  
Rapport sur la maintenance preventive incluant des   | recommandations   | ✓  
Mise a jour des logiciels   |  | ✓  
 | Maintenance curative   | 
Totalile de la main-d'c:euvre et du kilometrage   |  | ✓  
Assistance  Totalite des pieces de rechange d'origine (saul   | condensateurs, ventilateurs et batteries)  telephonlque et Delal d'lnterventlon sur site   | ✓  
Acces a !'assistance technique par telephone pendant   | les heures normales de travail   | ✓  
Assistance telephonique d'urgence 24f7 et intervention  24{7   | garantie sur site dans les 6 heures   | ✓  
Oisponibilite technique SOCOMEC 24f7   |  | ✓  
Disponibilite du personnel d'encadrement 24/7   |  | ✓  
 | MONTANT TOTAL ANNUEL   | 1 312,00 €  
Option : Astrelnte 24h/24h, 365   | jours par an avec delal   | 420,00 €  
MONT  | ANT TOTAL NET ANNUEL (HT)   | 1 732,00 €  ";13/12/2017;Contrat 2017-2018
;"﻿N� affaire N� offre Revision Date   | 306161  FR-OFF-HVT-2017-0538-L1  REV_01  13/12/2017   | 
Client Objet   | IOT VALLEY 231  IOT VALLEY 231 LABEGE   | 
Destinataire Tel.  e-mail   | Monsieur Vanis BENSETII  0562242926  yanis@iot-valley.fr   | 231 Rue Pierre et Marie Curie  31670 LABEGE -FRANCE  ";13/12/2017;Contrat 2017-2018
;"﻿Nb Phases Nb.  -N° serle I I Marque Modele Pulssance I I Type I EIS l.•.r.r.m�t!'II  SICOVAL 231 Rue Pierre et Marie Curle 31670 lABl::GE-FRANCE  
P241560001   | • -    I �OCOMECCP 1  | •  -Green Power 2.0  MASTERYS   | 30kVA   | 3/3   | I   | C1  
Modules  P241560001   | Date mlse en service Date fin de garantle Locante  09/09/2016 08/09/2017 Local electrique  ";13/12/2017;Contrat 2017-2018
0;OFFRE COMMERCIALE ;13/12/2017;Contrat 2017-2018
0;Contrat de maintenance ;13/12/2017;Contrat 2017-2018
0;NŁ affaire NŁ offre Revision Date ;13/12/2017;Contrat 2017-2018
0;306161;13/12/2017;Contrat 2017-2018
0;FR-OFF-HVT-2017-0538-L1 ;13/12/2017;Contrat 2017-2018
0;REV_01 ;13/12/2017;Contrat 2017-2018
0;13/12/2017;13/12/2017;Contrat 2017-2018
0;Client ;13/12/2017;Contrat 2017-2018
0;Objet ;13/12/2017;Contrat 2017-2018
0;IOT VALLEY 231 ;13/12/2017;Contrat 2017-2018
0;IOT VALLEY 231 LABEGE ;13/12/2017;Contrat 2017-2018
0;Destinataire Tel. ;13/12/2017;Contrat 2017-2018
0;e-mail ;13/12/2017;Contrat 2017-2018
0;Monsieur Vanis BENSETII ;13/12/2017;Contrat 2017-2018
0;0562242926 ;13/12/2017;Contrat 2017-2018
0;yanis@iot-valley.fr ;13/12/2017;Contrat 2017-2018
0;231 Rue Pierre et Marie Curie ;13/12/2017;Contrat 2017-2018
0;31670 LABEGE -FRANCE ;13/12/2017;Contrat 2017-2018
0;Agence Midi-Pyrenees -Aquitaine ;13/12/2017;Contrat 2017-2018
0;rue Guglielmo Marconi ;13/12/2017;Contrat 2017-2018
0;ZA Triasis ;13/12/2017;Contrat 2017-2018
0;31140 Launaguet Tel. +33 (0)5 62 89 26 26 ;13/12/2017;Contrat 2017-2018
0;e-mail ;13/12/2017;Contrat 2017-2018
0;: info.toulouse@socomec.com ;13/12/2017;Contrat 2017-2018
0;your energy our ex1>ertise ;13/12/2017;Contrat 2017-2018
1;APROPOS ;13/12/2017;Contrat 2017-2018
1;Depuis 1922, Socomec convoit et fabrique en Europe des produits et des solutions garantissant la disponibilite, le controle et la securite des reseaux electriques basse tension. Constructeur independant, le groupe innove en continu pour ameliorer la performance energetique des installations electriques des infrastructures et des sites industriels et tertiaires. ;13/12/2017;Contrat 2017-2018
1;Expert Services ;13/12/2017;Contrat 2017-2018
1;Etre a vos cotes pour vous garantlr une energle dlsponlble, sure et efflcace ;13/12/2017;Contrat 2017-2018
1;SOCOMEC fournit des services a forte valeur ajoutee pour accompagner l'etude, la mise en ceuvre, !'exploitation et la maintenance de ses solutions. L'expertise et la proximite de nos specialistes assurent la fiabilite et la durabilite de vos equipements par ;13/12/2017;Contrat 2017-2018
1;, nos services, notamment la maintenance preventive, qui reduisent le risque et ameliorent l'efficacite des equipements, ;13/12/2017;Contrat 2017-2018
1;• ;13/12/2017;Contrat 2017-2018
1;la mesure et !'analyse d'un large eventail de parametres electriques conduisant a des recommandations d'amelioration de la qualite de l'alimentation electrique, ;13/12/2017;Contrat 2017-2018
1;""" !'optimisation du coat total des solutions et l'accompagnement pour une transition sure lors de la migration vers une nouvelle generation d'equipements, ";13/12/2017;Contrat 2017-2018
1;le conseil, la mise en ceuvre et la formation, de l'ingenierie de projet a !'installation de solutions, ;13/12/2017;Contrat 2017-2018
1;l'etude de la performance de !'installation electrique tout au long du cycle de vie des produits par !'analyse des donnees transmises par les produits connectes. ;13/12/2017;Contrat 2017-2018
1;Monsieur, ;13/12/2017;Contrat 2017-2018
1;Pour faire suite a votre demande, nous vous remettons notre proposition de contrat de maintenance pour les equipements decrits ci-apres. ;13/12/2017;Contrat 2017-2018
1;Cette offre de Contrat de Maintenance vous permettra de perenniser les equipements d'energie de haute qualite alimentant vos systemes critiques. Nous esperons que notre proposition repondra a vos attentes et retiendra favorablement votre attention. ;13/12/2017;Contrat 2017-2018
1;Nous restons a votre disposition pour tout renseignement complementaire et vous prions d'agreer !'assurance de nos sinceres salutations. ;13/12/2017;Contrat 2017-2018
1;Paulette MONTINA ;13/12/2017;Contrat 2017-2018
1;Commerciale Sedentaire ;13/12/2017;Contrat 2017-2018
1;1;13/12/2017;Contrat 2017-2018
1;+33 (0)5 62 89 26 22 ;13/12/2017;Contrat 2017-2018
1;paulette. montina@socomec.com ;13/12/2017;Contrat 2017-2018
1;Ł ;13/12/2017;Contrat 2017-2018
1;+33 (0)5 62 09 94 58 ;13/12/2017;Contrat 2017-2018
1;Herve TROTOUX ;13/12/2017;Contrat 2017-2018
1;+;13/12/2017;Contrat 2017-2018
1;33 (0)5 62 89 26 20 ;13/12/2017;Contrat 2017-2018
1;+;13/12/2017;Contrat 2017-2018
1;33 (0)6 21 24 26 19 ;13/12/2017;Contrat 2017-2018
1;herve.trotoux@socomec.com ;13/12/2017;Contrat 2017-2018
1;Ł ;13/12/2017;Contrat 2017-2018
1;+33 (0)5 62 89 26 17 ;13/12/2017;Contrat 2017-2018
2;CONTRAT DE MAINTENANCE ;13/12/2017;Contrat 2017-2018
2;EOUIPEMENT(S) CONCERNŁ(S) ;13/12/2017;Contrat 2017-2018
2;Nb Phases Nb.  -N° serle I I Marque Modele Pulssance I I Type I  EIS l.•.r.r.mŁt!'II ;13/12/2017;Contrat 2017-2018
2;SICOVAL 231 Rue Pierre et Marie Curle 31670 lABl::GE-FRANCE ;13/12/2017;Contrat 2017-2018
2;P241560001 ;13/12/2017;Contrat 2017-2018
2;•  - I ŁOCOMECCP 1 ;13/12/2017;Contrat 2017-2018
2;•  -Green Power 2.0  MASTERYS ;13/12/2017;Contrat 2017-2018
2;30kVA ;13/12/2017;Contrat 2017-2018
2;03-mars;13/12/2017;Contrat 2017-2018
2;I ;13/12/2017;Contrat 2017-2018
2;C1 ;13/12/2017;Contrat 2017-2018
2;Modules ;13/12/2017;Contrat 2017-2018
2;P241560001 ;13/12/2017;Contrat 2017-2018
2;Date mlse en service Date fin de garantle Locante ;13/12/2017;Contrat 2017-2018
2;09/09/2016 08/09/2017 Local electrique ;13/12/2017;Contrat 2017-2018
2;C1 unitaire(s) avec by-pass ;13/12/2017;Contrat 2017-2018
2;TYPE DE CONTRAT(S) PROPOSE(S) ;13/12/2017;Contrat 2017-2018
2;l Description des services ;13/12/2017;Contrat 2017-2018
2;Proposition 1  - PLATINUM' us ;13/12/2017;Contrat 2017-2018
2;Contrat de maintenance ;13/12/2017;Contrat 2017-2018
2;Contrat de maintenance ;13/12/2017;Contrat 2017-2018
2;✓ ;13/12/2017;Contrat 2017-2018
2;Duree du contra! ;13/12/2017;Contrat 2017-2018
2;12 mois ;13/12/2017;Contrat 2017-2018
2;Maintenance preventive ;13/12/2017;Contrat 2017-2018
2;1 visite de maintenance preventive annuelle ;13/12/2017;Contrat 2017-2018
2;✓ ;13/12/2017;Contrat 2017-2018
2;Visite(s) de maintenance preventive realisee(s) ;13/12/2017;Contrat 2017-2018
2;pendant les heures normales de travail ;13/12/2017;Contrat 2017-2018
2;✓ ;13/12/2017;Contrat 2017-2018
2;Rapport sur la maintenance preventive incluant des ;13/12/2017;Contrat 2017-2018
2;recommandations ;13/12/2017;Contrat 2017-2018
2;✓ ;13/12/2017;Contrat 2017-2018
2;Mise a jour des logiciels ;13/12/2017;Contrat 2017-2018
2;✓ ;13/12/2017;Contrat 2017-2018
2;Maintenance curative ;13/12/2017;Contrat 2017-2018
2;Totalile de la main-d'c:euvre et du kilometrage ;13/12/2017;Contrat 2017-2018
2;✓ ;13/12/2017;Contrat 2017-2018
2;Assistance ;13/12/2017;Contrat 2017-2018
2;Totalite des pieces de rechange d'origine (saul ;13/12/2017;Contrat 2017-2018
2;condensateurs, ventilateurs et batteries) ;13/12/2017;Contrat 2017-2018
2;telephonlque et Delal d'lnterventlon sur site ;13/12/2017;Contrat 2017-2018
2;✓ ;13/12/2017;Contrat 2017-2018
2;Acces a !'assistance technique par telephone pendant ;13/12/2017;Contrat 2017-2018
2;les heures normales de travail ;13/12/2017;Contrat 2017-2018
2;✓ ;13/12/2017;Contrat 2017-2018
2;Assistance telephonique d'urgence 24f7 et intervention ;13/12/2017;Contrat 2017-2018
2;24{7 ;13/12/2017;Contrat 2017-2018
2;garantie sur site dans les 6 heures ;13/12/2017;Contrat 2017-2018
2;✓ ;13/12/2017;Contrat 2017-2018
2;Oisponibilite technique SOCOMEC 24f7 ;13/12/2017;Contrat 2017-2018
2;✓ ;13/12/2017;Contrat 2017-2018
2;Disponibilite du personnel d'encadrement 24/7 ;13/12/2017;Contrat 2017-2018
2;✓ ;13/12/2017;Contrat 2017-2018
2;MONTANT TOTAL ANNUEL ;13/12/2017;Contrat 2017-2018
2;1 312,00 € ;13/12/2017;Contrat 2017-2018
2;Option : Astrelnte 24h/24h, 365 ;13/12/2017;Contrat 2017-2018
2;jours par an avec delal ;13/12/2017;Contrat 2017-2018
2;420,00 € ;13/12/2017;Contrat 2017-2018
2;MONT;13/12/2017;Contrat 2017-2018
2;ANT TOTAL NET ANNUEL (HT) ;13/12/2017;Contrat 2017-2018
2;1 732,00 € ;13/12/2017;Contrat 2017-2018
3;LES INTERVENANTS TECHNIQUES ;13/12/2017;Contrat 2017-2018
3;Les equipes SOCOMEC disposent de !'ensemble des habilitations necessaires a la maintenance des equipements listes precedemment. ;13/12/2017;Contrat 2017-2018
3;De formation technique, tous les techniciens SOCOMEC suivent un parcours de formation de 5 semaines dans nos usines accompagnes par un senior a leur entree. D'autre part nos techniciens suivent une formation continue de plusieurs semaines par an afin de developper leurs competences et connaissances sur les nouvelles solutions SOCOMEC. ;13/12/2017;Contrat 2017-2018
3;Une Matrice de competences est mise en place dans laquelle le niveau de tous les technicians est repertorie et analyse afin de repondre au mieux aux besoins clients. ;13/12/2017;Contrat 2017-2018
3;La Securlte avant tout : chaque intervenant a en sa possession l'Equipement de Protection lndividuelle (EPI): lunettes de protection, casque, gants isoles, veste ignifugee, chaussures de securite, bouchons d'oreilles, ... ;13/12/2017;Contrat 2017-2018
3;Les bons outils : un ordinateur portable embarquant tous les logiciels necessaires ainsi que du materiel de mesure etalonne tousles ans par noire service metrologie (Oscilloscope, Energimetre, ...) et des outils don! certains son! isole electriquement (pinces, tournevis, ...) sont remis a chaque technicien pour exercer ses fonctions. ;13/12/2017;Contrat 2017-2018
3;Les missions princlpales (si applicables) : ;13/12/2017;Contrat 2017-2018
3;r ;13/12/2017;Contrat 2017-2018
3;Realiser la Maintenance des installations, ;13/12/2017;Contrat 2017-2018
3;Assurer la Maintenance preventive programmee pour les installations techniques suivant les plannings etablis, ;13/12/2017;Contrat 2017-2018
3;r ;13/12/2017;Contrat 2017-2018
3;Assurer la fourniture des consommables inclus au contrat, ;13/12/2017;Contrat 2017-2018
3;Realiser les interventions de depannage et de continuite de la prestation en toute circonstance, ;13/12/2017;Contrat 2017-2018
3;Realiser les interventions liees a des travaux de modification ou d'amelioration, ;13/12/2017;Contrat 2017-2018
3;Realiser les essais et les controles de bon fonctionnement des installations de securite et de s0rete, ;13/12/2017;Contrat 2017-2018
3;• ;13/12/2017;Contrat 2017-2018
3;Garantir le retour des informations pour le bouclage des interventions realisees, ;13/12/2017;Contrat 2017-2018
3;u ;13/12/2017;Contrat 2017-2018
3;Consigner leurs interventions sur le rapport d'intervention et de maintenance. ;13/12/2017;Contrat 2017-2018
3;CONDITIONS FINANCIERES ;13/12/2017;Contrat 2017-2018
3;CONDITIONS COMMERCIAl.ES ;13/12/2017;Contrat 2017-2018
3;Duree de validite ;13/12/2017;Contrat 2017-2018
3;Conditions de facturation ;13/12/2017;Contrat 2017-2018
3;1;13/12/2017;Contrat 2017-2018
3;Duree du contra! ;13/12/2017;Contrat 2017-2018
3;Delai de reglement ;13/12/2017;Contrat 2017-2018
3;Les conditions de cette offre sont valables durant 60 jours a partir de sa date d'emission. ;13/12/2017;Contrat 2017-2018
3;Annuelle en debut de periode ;13/12/2017;Contrat 2017-2018
3;12;13/12/2017;Contrat 2017-2018
3;mois renouvelable par tacite reconduction. ;13/12/2017;Contrat 2017-2018
3;V45 ;13/12/2017;Contrat 2017-2018
3;VIREMENT A 45 J.RECEPTION FACT ;13/12/2017;Contrat 2017-2018
3;Date d'effet du contra! ;13/12/2017;Contrat 2017-2018
3;• ;13/12/2017;Contrat 2017-2018
3;Date de fin du contrat ;13/12/2017;Contrat 2017-2018
3;u ;13/12/2017;Contrat 2017-2018
3;Adresse de facturation ;13/12/2017;Contrat 2017-2018
3;13/12/2017;13/12/2017;Contrat 2017-2018
3;12/12/2018;13/12/2017;Contrat 2017-2018
3;231;13/12/2017;Contrat 2017-2018
3;Rue Pierre et Marie Curie 31670 LABEGE ;13/12/2017;Contrat 2017-2018
3;FRANCE ;13/12/2017;Contrat 2017-2018
4;LIMITE DE PRESTATION ;13/12/2017;Contrat 2017-2018
4;Notre proposition technique ne comprend pas ;13/12/2017;Contrat 2017-2018
4;"Toutes operations non listees dans le present document et ses annexes ou document signe comme la procedure d'intervention ""method of statement"" ne sont pas sous la responsabilite de Socomec et du technicien d'intervention. ";13/12/2017;Contrat 2017-2018
